drep,vote,amount
drep_script1tjulmrtfl2lu4x9p86r4dj9xw4tmpzec7v826cukmhzfzxns7fy,yes,860714657537
drep1yk4lqv8va8hyhmxhmmr3vlfsja84y09cw03vllpxcqh7qlxdlh4,yes,21973574994053
drep13qgtkedmrnvauf6g5l0z9gpp7sjtyxuqc8errg9jj5z3jgm86x5,yes,31110407661
drep1qe2l8gw8v7ydswfp9twytxcc3wzwdq8npt55f3vnlgv2u8sx3nt,yes,331486932007803
drep16f203ahsan44w8xh65myl2j4k0pf8y9dsqkracyqtvwhy74judz,yes,17713799561190
drep1uygrv5qxyalmdgu0xdjh8ru6juae6426y6048fugyf97g4srzkn,yes,42340804348591
drep1nsrvsnf88cchsc4dzh7kvyn2xqvxn5f7hhenlt8d88gexd2e44q,yes,12602936631
drep18yzmp7ftjummc3fm9cc375agrkrrrp0jlsx4p0ztpsvasqwkyvd,yes,86973266025
drep1u632p38chcackajaw84rhsx7vpsxz4fcetee2tct8pyrgeftpr7,yes,3224656532086
drep1vkg4qhqt6pyzmtxpvvtjkueak4d7pydsmxz5lwllr53nwezunhg,yes,20909507108207
drep1ycztm468uyu6qxkwuleu0vtwy7duw5kyweyjs660250skqdsfqt,abstain,22041176157
drep1jkdeccjwuun37e64l7zpjwe67xmsxmgpzkuhqtt0qjcrudkvfx2,yes,4851406653564
drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,yes,80938743042938
drep1sqhwuhs3dkcdzshvhvs6glsvh9ylytwrn2jeztjlw6uwgmv83la,yes,382265584390
drep13uw46mq3265hzpq865j838ht7sh0yzaawhkgtr2nk7lu79xzyrg,yes,2496345437619
drep1ypft5p9fdetpr2zy7zww9j3nku6px06cwkstzqh75sk5vn6t4pa,yes,16243341568146
drep1d22s23mp6fah46z52zs0d2jrvcwtq8y4cmerkrzeq87gcmcwqlj,yes,3986267645
drep13hw8d4m6pc9wfj2xmpr3xjhvl4wyhkvkqwq6qxn9atw9ssqheer,yes,38759631076910
drep1vzp4tgzwp35r7u9yv2ms58nn7rr3mqpcrsku3qc23mujvv9c8el,yes,1346653633353
drep1esmla69yhjn3yr8f0wzjyya07942pxveer34szw9uqzygjfq3ap,yes,2343904097826
drep1l0yurnsfze54j5h0k9y8psus48nzc9geqh8sga3k7atngxrvmfl,yes,14989782420113
drep1rdz8xlmpu5clw67fgjsn95ry7zzm74erv9dk5lg9z4c8k6fvrhm,yes,210003596860
drep1u05yg5ttgkchzpwly339xrc026x27unxjd6vd7dv7umzj2xns0e,yes,9372343955330
drep1897nvzpn69pmpcgxejzgasre3mztxj7qf2hqs5se9n3p7qdc3yt,yes,59845132655671
drep19k6dv4jlxt6sll5gc46d28vpsp8mlmj22y6um8edw93fvac2vuf,yes,28547206107
drep1rzx40e940r986szxqam9vv5qs2jellg5jc7n2yu6eymj6mre4kp,yes,173380334407
